37.4,-108.08,61.0,13.000000000000002
37.4,-108.08,61.0,6.4
37.4,-108.08,61.0,1.7
37.4,-108.08,61.0,8.5
37.4,-108.08,61.0,22.000000000000004
37.4,-108.08,61.0,9.4
37.4,-108.08,61.0,150.0
37.4,-108.08,61.0,2.2
37.4,-108.08,61.0,5.0
37.4,-108.08,61.0,4.2
37.4,-108.08,61.0,9.6
37.4,-108.08,61.0,17.0
37.4,-108.08,61.0,6.999999999999999
37.4,-108.08,61.0,12.0
37.4,-108.08,61.0,3.2
37.4,-108.08,61.0,1.5
37.4,-108.08,61.0,2.6
37.4,-108.08,61.0,4.2
37.4,-108.08,61.0,5.4
37.4,-108.08,61.0,38.0
37.4,-108.08,61.0,2.9
37.4,-108.08,61.0,6.0
37.4,-108.08,61.0,3.5
37.4,-108.08,61.0,1600.0
37.4,-108.08,61.0,150.0
37.4,-108.08,61.0,220.0
37.4,-108.08,61.0,730.0
37.4,-108.08,61.0,320.0
37.4,-108.08,61.0,21.0
37.4,-108.08,61.0,170.0
37.4,-108.08,61.0,21.0
37.4,-108.08,61.0,7.3
37.4,-108.08,61.0,53.0
37.4,-108.08,61.0,80.0
37.4,-108.08,61.0,13.000000000000002
37.4,-108.08,61.0,80.0
37.4,-108.08,61.0,8.7
37.4,-108.08,61.0,3.1
37.4,-108.08,61.0,1.7
37.4,-108.08,61.0,8.6
37.4,-108.08,61.0,12.0
37.4,-108.08,61.0,22.000000000000004
37.4,-108.08,61.0,3.6
37.4,-108.08,61.0,25.0
37.4,-108.08,61.0,2.2
37.4,-108.08,61.0,5.5
37.4,-108.08,61.0,11.000000000000002
37.4,-108.08,61.0,8.8
37.4,-108.08,61.0,25.0
37.4,-108.08,61.0,57.99999999999999
47.164,-121.744,21.0,68.0
47.155,-121.828,25.0,343.0
47.155,-121.825,25.0,68.0
47.15600000000001,-121.861,21.0,30.0
39.71,-113.58,4.65,19000.0
39.71,-113.58,4.65,35000.0
39.71,-113.58,4.65,6000.0
39.71,-113.58,4.65,5000.0
39.71,-113.58,4.65,5000.0
39.71,-113.58,4.65,15000.0
42.6151,-122.914,37.0,9.0
42.6098,-122.907,37.0,6.0
42.6094,-122.876,37.0,5.0
42.5805,-122.88,37.0,5.0
44.7507,-122.268,16.0,6.0
44.7918,-122.256,12.0,3.0
38.7292,-105.128,32.5,4.0
38.7376,-105.134,29.1,4.0
38.7,-105.13,29.1,4.0
35.9461,-117.815,0.188,1000.0
35.9425,-117.814,0.188,1000.0
35.9367,-117.817,0.188,1000.0
35.9431,-117.818,0.188,1000.0
35.9386,-117.816,0.188,1000.0
35.9303,-117.816,0.188,5000.0
35.9258,-117.808,0.188,1000.0
35.9603,-117.833,0.039,1000.0
35.9281,-117.793,0.2,4000.0
32.9806,-107.522,75.4,7000.0
32.9458,-107.558,75.4,514000.0
32.9672,-107.531,74.4,69000.0
32.9661,-107.534,74.4,14000.0
32.9661,-107.533,74.4,75000.0
32.9664,-107.533,74.4,8000.0
32.9772,-107.529,74.4,9000.0
32.9381,-107.55,74.4,9000.0
32.9681,-107.53,74.4,29000.0
32.9686,-107.546,74.4,17000.0
32.9258,-107.54,74.4,20000.0
32.9947,-107.511,74.4,5000.0
32.935,-107.546,74.4,18000.0
32.9803,-107.523,72.5,11000.0
32.9664,-107.538,72.5,77000.0
32.9933,-107.531,72.5,16000.0
32.9569,-107.556,72.5,56000.0
32.9664,-107.534,72.5,12000.0
32.9664,-107.538,72.5,51000.0
32.9422,-107.554,72.5,14000.0
32.945,-107.557,72.5,8000.0
32.9444,-107.543,72.5,16000.0
37.5747,-105.109,32.95,1.24
37.5725,-105.119,33.56,0.1
36.9508,-105.134,28.78,0.45
36.9508,-105.134,29.42,0.45
36.9508,-105.134,28.71,0.63
37.2142,-105.051,27.3,2.24
36.7852,-105.184,26.34,1.76
36.9381,-105.165,25.53,1.83
37.015,-105.103,25.85,0.55
36.9272,-104.492,25.72,0.89
36.9272,-104.492,25.02,0.8
37.3678,-105.106,24.41,1.22
37.2539,-105.036,23.46,1.1
36.9272,-104.492,22.86,1.79
37.2575,-105.044,20.98,1.47
37.2575,-105.044,20.83,1.47
37.2575,-105.044,23.26,1.47
37.2406,-105.029,23.58,1.63
37.2375,-105.033,22.71,0.42
37.0558,-105.008,22.65,1.39
36.9906,-104.591,22.72,1.18
37.5222,-105.066,22.91,1.93
37.53,-105.091,22.32,1.47
37.1558,-105.019,22.32,5.05
37.4722,-105.03,22.19,0.13
37.0892,-105.043,21.92,0.29
